sample,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
VA_GLA2_48,ORF6,246011,89|90|91,10378,5,4,13,4218.510554406104,2.5292862875026962,1.5937842240676607,8.260102631656581,12.383173143226937,2.0324294442118442,1.6259435553694754,5.284316554950795,8.942689554532116
VA_GLA2_48,ORF7a,246011,90|91|92|93|95,6879,5,3,26,2796.2164293466553,3.8683410110245315,2.4690914675149704,17.878036487596606,24.215468966136108,2.0324294442118442,1.2194576665271066,10.56863310990159,13.82052022064054
VA_GLA2_48,ORF8,246011,92|93|94|95|97,7447,0,0,8,3027.1004142091206,0,0,7.315428328894674,7.315428328894674,0,0,3.2518871107389513,3.2518871107389513
VA_GLA2_48,N,246011,93|94|95|96|97,7053,34,13,21,2866.944974005228,33.763929144140405,10.7867833025008,18.189984530716313,62.740696977357516,13.820520220640542,5.284316554950795,8.536203665689747,27.641040441281085
VA_GLA2_48,N*,246011,96|97|98,5499,0,1,19,2235.2659027441864,0,0.37821482602118,10.116376514260258,10.494591340281438,0,0.40648588884236886,7.723231888005008,8.129717776847377
VA_GLA2_48,ORF10,246011,98,1648,0,0,13,669.8887448122239,0,0,7.8883495145631075,7.8883495145631075,0,0,5.284316554950795,5.284316554950795
VA_GLA2_72,ORF1a,158143,1|2|3|4|5|6|7,11002,977,240,17,6956.994618794382,12840.914936965743,3212.506710006825,183.71756748863012,16237.139214461196,617.7952865444569,151.76138052269152,10.749764453690648,780.306431520839
VA_GLA2_72,S,158143,72|73|76,10309,25,5,5,6518.783632535111,10.883346794937532,2.2215884579951335,2.0686962067328967,15.173631459665563,15.808477137780365,3.1616954275560727,3.1616954275560727,22.13186799289251
VA_GLA2_72,ORF3a,158143,84|85|86|87|88|89,8194,6,1,23,5181.386466678892,7.346078266078672,1.1312217194570136,28.91589052777547,37.393190513311154,3.7940345130672877,0.6323390855112145,14.543798966757935,18.970172565336437
VA_GLA2_72,E,158143,87|88|89|90|91|93,7509,5,2,99,4748.234193103711,3.194649708152328,0.4836759371221282,55.26501243131221,58.94333807658666,3.161695427556073,1.264678171022429,62.60156946561024,67.02794306418875
VA_GLA2_72,M,158143,87|88|89|90|91|92|93,8415,102,28,19,5321.133404576872,47.864982007860256,15.052249707357264,10.25772931681443,73.17496103203194,64.49858672214388,17.70549439431401,12.014442624713077,94.21852374117097
VA_GLA2_72,ORF6,158143,89|90|91|93,6160,13,3,27,3895.208766749082,10.314032767814275,0.7255139056831923,39.730747896448115,50.770294569945584,8.22040811164579,1.8970172565336438,17.073155308802793,27.19058067698223
VA_GLA2_72,ORF7a,158143,90|91|92|93|94|95|97,5004,15,8,20,3164.2247838981175,27.329708758906104,12.359659054843114,31.687445724125418,71.37681353787463,9.485086282668219,5.058712684089716,12.646781710224293,27.19058067698223
